Name,Start,End,Activity
Ravi,27/May/23 08:19 AM,26/Aug/23 03:31 AM,Updates
Deepti,09/Apr/23 01:07 AM,27/Jun/23 05:55 PM,Podcast
Priyanka,22/May/23 03:31 AM,12/Sep/23 08:19 PM,Remote Inspection
Jyoti,30/Jul/23 05:55 PM,27/Jul/23 10:43 AM,Reporting
Priyanka,07/Apr/23 08:19 AM,15/Sep/23 10:43 AM,Reply to Customers
Jyoti,04/May/23 01:07 AM,23/May/23 08:19 PM,Fund raising
Deepti,03/Jun/23 05:55 PM,01/Jun/23 05:55 PM,Fund raising
Deepti,23/Jun/23 10:43 PM,17/Aug/23 03:31 PM,Reporting
Deepti,30/May/23 05:55 AM,18/May/23 03:31 AM,Call
Ravi,18/Apr/23 10:43 PM,10/Apr/23 10:43 PM,Remote Inspection
Ravi,05/Oct/23 08:19 PM,21/Jun/23 08:19 AM,Fund raising
Sharan,20/Jul/23 01:07 PM,25/Jul/23 05:55 PM,Remote Inspection
Jyoti,15/Aug/23 05:55 PM,29/Sep/23 08:19 AM,Send Email
Deepti,04/Jul/23 08:19 AM,19/May/23 05:55 PM,Inspection
Deepti,07/Apr/23 08:19 PM,27/Jul/23 10:43 AM,Send Email
Priyanka,11/Jul/23 01:07 AM,16/Jun/23 10:43 AM,Send Email
Deepti,26/Jul/23 05:55 AM,17/Sep/23 01:07 AM,Remote Inspection
Sharan,06/Aug/23 01:07 PM,14/Oct/23 03:31 AM,Fund raising
Sharan,07/Sep/23 10:43 PM,12/Apr/23 03:31 AM,Call
Ravi,05/Apr/23 08:19 PM,15/Aug/23 05:55 AM,Send Email
Priyanka,17/May/23 03:31 AM,06/May/23 03:31 AM,Podcast
Ravi,10/Oct/23 08:19 PM,08/May/23 03:31 AM,Reporting
Jyoti,27/Aug/23 03:31 AM,16/Jul/23 08:19 AM,Updates
Sharan,25/Aug/23 10:43 PM,22/Apr/23 08:19 PM,Inspection
Sharan,18/Apr/23 08:19 PM,16/May/23 03:31 AM,Remote Inspection
Deepti,10/Apr/23 10:43 AM,04/Oct/23 10:43 PM,Updates
Ravi,17/Apr/23 01:07 AM,16/Apr/23 08:19 PM,Podcast
Priyanka,02/Oct/23 08:19 AM,15/Sep/23 08:19 AM,Call
Priyanka,25/May/23 01:07 PM,01/Aug/23 10:43 PM,Inspection
Jyoti,13/Sep/23 05:55 AM,12/Sep/23 10:43 PM,Send Email
Jyoti,09/Sep/23 10:43 AM,22/Jun/23 03:31 PM,Fund raising
Jyoti,10/Sep/23 10:43 PM,06/Sep/23 08:19 AM,Podcast
Jyoti,19/Jul/23 03:31 AM,18/May/23 05:55 PM,Podcast
Jyoti,10/Jul/23 08:19 PM,20/May/23 05:55 AM,Inspection
Jyoti,05/Jun/23 05:55 PM,05/Apr/23 03:31 AM,Business Development
Priyanka,30/May/23 01:07 PM,28/Jun/23 05:55 AM,Reporting
Jyoti,06/Oct/23 10:43 AM,08/Jul/23 10:43 PM,Remote Inspection
Jyoti,24/May/23 05:55 AM,04/Aug/23 05:55 PM,Remote Inspection
Deepti,07/Sep/23 01:07 AM,23/Apr/23 08:19 AM,Inspection
Sharan,14/Aug/23 08:19 PM,10/Jun/23 08:19 AM,Reporting
Jyoti,29/Jul/23 03:31 AM,24/Sep/23 10:43 AM,Fund raising
Sharan,10/Oct/23 10:43 AM,04/Jul/23 03:31 AM,Business Development
Priyanka,31/Aug/23 03:31 AM,03/Jul/23 08:19 AM,Reporting
Sharan,21/Jul/23 01:07 AM,24/Aug/23 01:07 AM,Reply to Customers
Deepti,23/Jun/23 01:07 PM,31/May/23 01:07 AM,Inspection
Sharan,08/Aug/23 10:43 PM,08/Jul/23 03:31 PM,Business Development
Ravi,20/Jul/23 01:07 AM,26/Apr/23 05:55 AM,Remote Inspection
Priyanka,08/May/23 01:07 AM,14/Aug/23 10:43 AM,Fund raising
Deepti,26/May/23 05:55 PM,17/Sep/23 08:19 AM,Reply to Customers
Deepti,09/Sep/23 05:55 PM,17/May/23 05:55 PM,Reply to Customers
Priyanka,29/Apr/23 05:55 PM,20/Jun/23 10:43 PM,Podcast
Sharan,11/Sep/23 08:19 AM,19/Jun/23 03:31 PM,Podcast
Priyanka,29/Jul/23 01:07 AM,23/Aug/23 05:55 AM,Call
Ravi,25/May/23 01:07 AM,21/Jun/23 03:31 PM,Reporting
Priyanka,08/Apr/23 08:19 PM,09/Apr/23 03:31 AM,Send Email
Deepti,18/Apr/23 08:19 PM,09/May/23 08:19 PM,Reporting
Ravi,27/May/23 10:43 PM,16/Jun/23 01:07 AM,Podcast
Jyoti,21/Jul/23 10:43 PM,20/Aug/23 05:55 AM,Remote Inspection
Deepti,06/Sep/23 10:43 AM,07/Jul/23 01:07 AM,Inspection
Jyoti,08/May/23 03:31 AM,22/May/23 05:55 AM,Remote Inspection
Deepti,30/Jun/23 05:55 AM,12/May/23 08:19 PM,Call
Sharan,04/Aug/23 01:07 AM,05/May/23 05:55 AM,Business Development
Ravi,14/May/23 10:43 AM,16/Jul/23 08:19 AM,Remote Inspection
Sharan,16/Jun/23 10:43 PM,15/Aug/23 03:31 PM,Podcast
Jyoti,01/Apr/23 01:07 PM,26/May/23 03:31 AM,Reporting
Deepti,18/Jun/23 03:31 PM,20/May/23 10:43 AM,Send Email
Priyanka,30/Jul/23 03:31 AM,07/May/23 10:43 PM,Inspection
Deepti,03/Jul/23 03:31 AM,04/Apr/23 10:43 AM,Business Development
Deepti,01/Apr/23 05:55 PM,29/Apr/23 01:07 PM,Send Email
Priyanka,09/Oct/23 01:07 AM,18/Apr/23 08:19 PM,Inspection
Jyoti,27/Aug/23 05:55 PM,25/Apr/23 10:43 AM,Updates
Sharan,20/May/23 05:55 AM,11/May/23 10:43 PM,Reply to Customers
Ravi,07/Oct/23 03:31 AM,16/Jul/23 05:55 PM,Reporting
Ravi,06/Apr/23 01:07 PM,30/Jul/23 03:31 PM,Reply to Customers
Deepti,13/Sep/23 05:55 PM,29/Jul/23 10:43 PM,Reply to Customers
Sharan,30/Jul/23 08:19 PM,01/Aug/23 10:43 PM,Business Development
Ravi,18/May/23 03:31 PM,16/May/23 03:31 AM,Send Email
Sharan,03/May/23 10:43 PM,12/Jun/23 05:55 AM,Inspection
Ravi,08/Oct/23 01:07 AM,27/Sep/23 03:31 PM,Send Email
Deepti,08/May/23 05:55 PM,21/Aug/23 03:31 PM,Updates
Deepti,18/Jul/23 08:19 PM,12/Aug/23 05:55 AM,Call
Deepti,06/Aug/23 05:55 PM,01/Sep/23 10:43 PM,Fund raising
Sharan,25/Jul/23 03:31 AM,25/Apr/23 03:31 PM,Podcast
Jyoti,06/Apr/23 10:43 AM,21/Jul/23 05:55 PM,Call
Priyanka,12/Apr/23 05:55 AM,09/Aug/23 03:31 PM,Fund raising
Jyoti,01/Jun/23 03:31 PM,19/Jul/23 03:31 PM,Updates
Sharan,26/May/23 03:31 AM,03/May/23 05:55 PM,Business Development
Sharan,12/Oct/23 10:43 AM,07/Oct/23 10:43 AM,Reply to Customers
Priyanka,26/Sep/23 05:55 PM,01/May/23 03:31 AM,Remote Inspection
Jyoti,11/May/23 01:07 AM,09/Apr/23 08:19 AM,Fund raising
Priyanka,03/May/23 03:31 AM,24/Jun/23 10:43 PM,Podcast
Deepti,20/May/23 08:19 AM,22/Apr/23 01:07 AM,Reply to Customers
Ravi,23/Jun/23 05:55 AM,30/Jun/23 01:07 AM,Fund raising
Jyoti,23/Apr/23 01:07 PM,04/May/23 10:43 PM,Podcast
Sharan,04/Apr/23 08:19 PM,12/Apr/23 03:31 AM,Updates
Priyanka,28/Jun/23 08:19 PM,24/Jul/23 01:07 PM,Send Email
Ravi,01/Aug/23 10:43 PM,17/Jul/23 05:55 PM,Business Development
Ravi,19/Sep/23 01:07 PM,07/Apr/23 08:19 PM,Send Email
Jyoti,20/Jul/23 03:31 AM,09/Jun/23 08:19 PM,Fund raising
Deepti,10/Apr/23 08:19 PM,06/Sep/23 08:19 AM,Updates
Deepti,15/Sep/23 01:07 AM,06/Oct/23 10:43 AM,Reply to Customers
Ravi,11/Jun/23 10:43 PM,06/Apr/23 01:07 AM,Reply to Customers
Sharan,27/Sep/23 03:31 PM,24/Jun/23 10:43 PM,Business Development
Deepti,18/Aug/23 03:31 AM,02/Sep/23 08:19 AM,Fund raising
Jyoti,26/Jun/23 08:19 AM,14/Jul/23 08:19 PM,Business Development
Priyanka,05/Jun/23 01:07 PM,25/May/23 10:43 AM,Send Email
Jyoti,12/Jul/23 05:55 PM,31/Jul/23 03:31 PM,Podcast
Jyoti,24/Apr/23 01:07 PM,03/Aug/23 05:55 PM,Reply to Customers
Ravi,10/Apr/23 08:19 AM,25/Sep/23 01:07 AM,Updates
Ravi,25/May/23 10:43 AM,18/Jun/23 05:55 AM,Business Development
Priyanka,18/Apr/23 01:07 PM,06/Aug/23 10:43 AM,Inspection
Deepti,04/May/23 05:55 PM,09/Sep/23 08:19 AM,Reporting
Sharan,15/Jul/23 05:55 PM,05/Aug/23 05:55 AM,Inspection
Deepti,11/Oct/23 03:31 AM,15/Oct/23 01:07 AM,Updates
Priyanka,06/Sep/23 10:43 PM,18/Jun/23 10:43 AM,Call
Priyanka,26/Jun/23 10:43 PM,08/May/23 01:07 PM,Call
Deepti,12/Sep/23 08:19 AM,17/Apr/23 08:19 AM,Podcast
Jyoti,30/Apr/23 01:07 PM,30/Jul/23 01:07 AM,Remote Inspection
Ravi,03/Jul/23 03:31 AM,02/Jul/23 05:55 AM,Updates
Sharan,23/Sep/23 03:31 PM,25/May/23 10:43 PM,Inspection
Priyanka,31/Jul/23 03:31 AM,19/Apr/23 03:31 PM,Inspection
Priyanka,22/Jul/23 01:07 AM,24/Jun/23 10:43 AM,Remote Inspection
Sharan,21/May/23 01:07 PM,29/Jul/23 10:43 AM,Call
Deepti,20/May/23 05:55 PM,04/May/23 05:55 PM,Updates
Sharan,20/Sep/23 10:43 AM,13/Jun/23 10:43 PM,Updates
Sharan,27/Aug/23 08:19 AM,24/Jun/23 01:07 PM,Reporting
Sharan,09/Sep/23 01:07 AM,23/Sep/23 10:43 PM,Fund raising
Sharan,06/Apr/23 10:43 PM,01/Oct/23 08:19 PM,Fund raising
Deepti,04/Oct/23 01:07 PM,17/Sep/23 03:31 PM,Inspection
Ravi,19/Jul/23 03:31 PM,07/May/23 01:07 PM,Inspection
Jyoti,28/May/23 01:07 AM,12/Jul/23 03:31 AM,Reporting
Deepti,18/Aug/23 01:07 AM,03/Jul/23 05:55 AM,Reply to Customers
Jyoti,05/Oct/23 08:19 PM,16/Sep/23 08:19 PM,Send Email
Deepti,10/Jun/23 01:07 AM,09/Oct/23 08:19 AM,Call
Ravi,19/Sep/23 03:31 AM,17/Jul/23 08:19 AM,Business Development
Deepti,07/Apr/23 10:43 PM,18/Jun/23 10:43 AM,Send Email
Ravi,07/Oct/23 01:07 AM,07/Sep/23 01:07 PM,Send Email
Ravi,21/Apr/23 01:07 PM,06/Oct/23 08:19 AM,Updates
Deepti,21/Apr/23 08:19 PM,30/Jul/23 10:43 PM,Reply to Customers
Deepti,06/Jul/23 10:43 PM,20/Aug/23 05:55 AM,Reply to Customers
Priyanka,20/Jun/23 10:43 AM,26/Aug/23 01:07 AM,Reply to Customers
Ravi,02/Aug/23 05:55 AM,25/Jun/23 01:07 AM,Remote Inspection
Deepti,19/Aug/23 08:19 AM,05/Oct/23 01:07 AM,Podcast
Sharan,24/Jun/23 05:55 PM,05/Sep/23 05:55 AM,Updates
Jyoti,07/Sep/23 08:19 PM,21/Apr/23 01:07 AM,Call
Sharan,06/Jun/23 08:19 AM,13/May/23 01:07 AM,Updates
Priyanka,03/Sep/23 01:07 AM,23/Sep/23 10:43 PM,Reporting
Sharan,11/Aug/23 01:07 PM,05/Oct/23 03:31 AM,Podcast
Sharan,31/Aug/23 05:55 AM,17/Sep/23 10:43 PM,Reply to Customers
Priyanka,10/Aug/23 03:31 PM,08/May/23 10:43 AM,Reporting
Deepti,12/Aug/23 01:07 AM,13/Apr/23 08:19 AM,Podcast
Sharan,13/Sep/23 05:55 AM,14/Apr/23 01:07 AM,Inspection
Jyoti,10/Sep/23 10:43 AM,13/Oct/23 08:19 AM,Updates
Jyoti,17/Jul/23 08:19 AM,16/Apr/23 05:55 PM,Podcast
Deepti,08/Apr/23 10:43 AM,04/Apr/23 05:55 AM,Podcast
Sharan,06/Jul/23 05:55 PM,01/Jun/23 03:31 PM,Reporting
Ravi,25/Sep/23 10:43 AM,26/May/23 10:43 PM,Reply to Customers
Sharan,24/Jun/23 03:31 AM,11/Oct/23 01:07 AM,Inspection
Priyanka,19/Jun/23 03:31 AM,17/Aug/23 10:43 PM,Updates
Priyanka,20/Jun/23 03:31 PM,08/Sep/23 01:07 AM,Reply to Customers
Sharan,22/Aug/23 08:19 AM,14/Oct/23 08:19 AM,Remote Inspection
Jyoti,12/Aug/23 03:31 PM,05/Oct/23 01:07 PM,Reply to Customers
Deepti,13/Oct/23 03:31 PM,11/Apr/23 01:07 AM,Send Email
Jyoti,30/Jul/23 03:31 PM,20/Jul/23 05:55 AM,Reply to Customers
Jyoti,15/Jun/23 01:07 PM,31/Jul/23 10:43 AM,Business Development
Deepti,26/Aug/23 10:43 PM,24/May/23 01:07 PM,Reporting
Ravi,04/Aug/23 01:07 PM,24/Aug/23 10:43 PM,Remote Inspection
Ravi,27/Apr/23 08:19 PM,05/Oct/23 10:43 AM,Updates
Deepti,28/Sep/23 03:31 AM,11/Jul/23 01:07 AM,Business Development
Deepti,06/Jul/23 03:31 AM,10/May/23 08:19 PM,Reporting
Priyanka,28/Jun/23 03:31 PM,14/Jul/23 03:31 AM,Send Email
Sharan,08/Oct/23 08:19 PM,18/May/23 10:43 AM,Send Email
Priyanka,09/Aug/23 05:55 AM,23/Jun/23 03:31 PM,Remote Inspection
Sharan,25/May/23 08:19 AM,12/Jul/23 01:07 PM,Send Email
Priyanka,12/Aug/23 08:19 AM,09/Jun/23 10:43 AM,Reporting
Ravi,18/Jun/23 05:55 AM,27/May/23 03:31 PM,Reply to Customers
Jyoti,21/Aug/23 01:07 AM,25/Sep/23 10:43 AM,Reply to Customers
Ravi,28/Aug/23 05:55 PM,31/Jul/23 08:19 AM,Send Email
Jyoti,20/May/23 03:31 PM,25/Aug/23 05:55 PM,Updates
Deepti,20/May/23 01:07 AM,31/Mar/23 08:19 AM,Reply to Customers
Jyoti,17/May/23 03:31 PM,25/Jul/23 10:43 PM,Podcast
Ravi,16/Aug/23 01:07 AM,27/May/23 03:31 AM,Inspection
Deepti,28/Jun/23 10:43 AM,07/Aug/23 08:19 PM,Reporting
Jyoti,05/Jun/23 08:19 AM,08/Apr/23 05:55 AM,Updates
Ravi,05/May/23 08:19 AM,06/Apr/23 05:55 PM,Call
Ravi,11/May/23 10:43 AM,22/Apr/23 05:55 AM,Remote Inspection
Deepti,06/Apr/23 08:19 AM,30/Apr/23 08:19 AM,Call
Priyanka,17/Jun/23 03:31 PM,31/Aug/23 03:31 AM,Remote Inspection
Ravi,18/Jun/23 03:31 PM,30/Aug/23 05:55 AM,Send Email
Priyanka,21/Sep/23 08:19 PM,01/Apr/23 08:19 AM,Send Email
Sharan,01/May/23 10:43 AM,13/Jul/23 01:07 AM,Call
Sharan,16/Aug/23 10:43 PM,30/Jun/23 01:07 PM,Fund raising
Ravi,26/Jun/23 01:07 PM,05/Oct/23 03:31 PM,Call
Jyoti,28/Apr/23 03:31 PM,10/Apr/23 08:19 AM,Business Development
Priyanka,30/Apr/23 10:43 PM,04/Oct/23 10:43 PM,Reply to Customers
Sharan,01/Jun/23 10:43 PM,23/Jun/23 08:19 AM,Reply to Customers
Ravi,06/Apr/23 10:43 PM,05/Apr/23 03:31 PM,Fund raising
Deepti,09/Apr/23 08:19 PM,09/Jun/23 05:55 PM,Send Email
Jyoti,14/Sep/23 05:55 AM,23/Jul/23 03:31 PM,Fund raising
Deepti,12/Oct/23 03:31 PM,21/Apr/23 10:43 PM,Inspection
Deepti,08/Jul/23 03:31 AM,30/May/23 10:43 AM,Reply to Customers
Jyoti,12/Sep/23 01:07 PM,21/Jun/23 05:55 PM,Fund raising
Deepti,17/Aug/23 08:19 PM,21/Sep/23 01:07 PM,Updates
Deepti,24/Aug/23 03:31 AM,15/Jul/23 05:55 PM,Podcast
Sharan,10/Sep/23 05:55 AM,21/Aug/23 03:31 AM,Reporting
Priyanka,07/May/23 10:43 PM,23/Jun/23 08:19 AM,Remote Inspection
Sharan,17/Aug/23 03:31 PM,04/Jun/23 10:43 AM,Business Development
Deepti,15/Aug/23 10:43 AM,09/Aug/23 01:07 AM,Reporting
Jyoti,30/Sep/23 03:31 AM,13/Jun/23 08:19 PM,Send Email
Priyanka,06/Jul/23 03:31 AM,15/Aug/23 08:19 AM,Updates
Sharan,16/Sep/23 10:43 AM,12/Jun/23 05:55 PM,Inspection
Jyoti,18/May/23 10:43 PM,16/Jul/23 03:31 PM,Send Email
Ravi,01/Jun/23 10:43 PM,07/Apr/23 03:31 AM,Call
Ravi,09/Aug/23 05:55 PM,09/Aug/23 10:43 PM,Updates
Sharan,14/Jun/23 03:31 AM,03/Sep/23 05:55 AM,Podcast
Jyoti,03/Aug/23 08:19 PM,19/May/23 05:55 PM,Business Development
Priyanka,03/Apr/23 01:07 AM,30/May/23 08:19 PM,Updates
Jyoti,21/Jul/23 01:07 PM,10/May/23 08:19 AM,Podcast
Priyanka,14/May/23 01:07 AM,25/May/23 10:43 PM,Inspection
Priyanka,01/Oct/23 05:55 PM,04/Oct/23 03:31 PM,Send Email
Jyoti,15/Apr/23 10:43 PM,19/Aug/23 05:55 PM,Reporting
Jyoti,27/Aug/23 05:55 PM,31/Jul/23 03:31 PM,Reply to Customers
Sharan,07/Jun/23 10:43 AM,21/Jun/23 03:31 PM,Inspection
Priyanka,07/Aug/23 08:19 PM,31/May/23 03:31 PM,Business Development
Priyanka,12/Oct/23 08:19 AM,29/Mar/23 05:55 PM,Call
Ravi,28/Sep/23 01:07 PM,30/Mar/23 10:43 AM,Send Email
Ravi,17/Apr/23 10:43 AM,29/Apr/23 10:43 PM,Send Email
Priyanka,02/Sep/23 03:31 PM,19/Jul/23 08:19 AM,Send Email
Ravi,28/Aug/23 03:31 AM,15/Sep/23 03:31 AM,Podcast
Sharan,06/Oct/23 05:55 AM,18/Aug/23 03:31 AM,Remote Inspection
Sharan,20/Jul/23 03:31 AM,21/Jun/23 10:43 AM,Reply to Customers
Ravi,16/Jun/23 03:31 PM,28/May/23 05:55 PM,Inspection
Jyoti,08/Oct/23 05:55 PM,26/Aug/23 10:43 AM,Send Email
Jyoti,12/Apr/23 08:19 PM,30/Sep/23 03:31 AM,Updates
Jyoti,17/Aug/23 08:19 PM,27/May/23 01:07 PM,Business Development
Deepti,27/Sep/23 05:55 PM,24/Jun/23 05:55 PM,Inspection
Sharan,12/Jun/23 05:55 AM,05/Jul/23 01:07 PM,Call
Deepti,20/Apr/23 03:31 AM,27/Jul/23 03:31 PM,Call
Ravi,21/Sep/23 05:55 AM,19/Jul/23 05:55 PM,Send Email
Ravi,07/Jun/23 01:07 PM,22/Jul/23 10:43 PM,Fund raising
Ravi,26/Apr/23 03:31 AM,12/Aug/23 03:31 AM,Reporting
Sharan,05/Jul/23 03:31 AM,04/Aug/23 03:31 AM,Podcast
Priyanka,11/Jun/23 08:19 PM,08/Jun/23 10:43 AM,Updates
Deepti,29/Apr/23 01:07 AM,13/Oct/23 05:55 AM,Send Email
Ravi,19/Apr/23 10:43 AM,17/Jun/23 01:07 AM,Fund raising
Ravi,20/Sep/23 01:07 AM,21/Jun/23 01:07 AM,Send Email
Ravi,19/May/23 08:19 AM,06/Jul/23 01:07 PM,Inspection
Ravi,14/May/23 05:55 PM,14/Jun/23 08:19 AM,Reply to Customers
Ravi,18/Jul/23 01:07 AM,14/May/23 01:07 AM,Send Email
Sharan,11/Jul/23 01:07 AM,01/Sep/23 03:31 AM,Business Development
Priyanka,19/May/23 08:19 PM,22/May/23 08:19 PM,Fund raising
Sharan,19/May/23 03:31 AM,19/Aug/23 05:55 AM,Business Development
Jyoti,14/Oct/23 03:31 PM,24/Apr/23 08:19 PM,Reporting
Sharan,10/Apr/23 05:55 PM,07/Apr/23 05:55 PM,Remote Inspection
Ravi,27/Aug/23 01:07 AM,06/Oct/23 08:19 PM,Reporting
Ravi,05/Jun/23 01:07 PM,18/Aug/23 03:31 AM,Business Development
Ravi,10/Apr/23 10:43 PM,30/Aug/23 05:55 AM,Inspection
Deepti,09/Jul/23 01:07 PM,05/Oct/23 08:19 AM,Podcast
Sharan,09/Oct/23 05:55 PM,02/May/23 10:43 PM,Fund raising
Priyanka,10/Jul/23 10:43 PM,11/Sep/23 08:19 AM,Remote Inspection
Priyanka,29/Jun/23 01:07 AM,16/May/23 01:07 AM,Podcast
Sharan,23/Sep/23 05:55 PM,24/Jun/23 03:31 PM,Business Development
Jyoti,16/Jun/23 03:31 PM,29/May/23 10:43 PM,Business Development
Ravi,01/Oct/23 01:07 AM,09/Apr/23 05:55 AM,Reporting
Ravi,28/Jun/23 10:43 AM,06/Sep/23 05:55 PM,Inspection
Sharan,27/Aug/23 03:31 PM,15/Jun/23 10:43 AM,Inspection
Priyanka,18/Jun/23 01:07 PM,22/May/23 05:55 PM,Call
Jyoti,24/May/23 01:07 AM,08/Oct/23 03:31 AM,Reply to Customers
Ravi,11/Aug/23 05:55 PM,15/Aug/23 08:19 AM,Reply to Customers
Ravi,06/Apr/23 01:07 PM,27/May/23 08:19 PM,Remote Inspection
Sharan,11/Jun/23 03:31 PM,20/May/23 01:07 PM,Inspection
Priyanka,08/Jul/23 08:19 PM,04/May/23 05:55 AM,Reporting
Priyanka,06/Jul/23 08:19 AM,30/Sep/23 08:19 AM,Send Email
Ravi,17/Apr/23 05:55 PM,31/May/23 03:31 PM,Reply to Customers
Priyanka,16/Jul/23 05:55 PM,10/Sep/23 03:31 AM,Updates
Jyoti,12/May/23 05:55 AM,12/Aug/23 01:07 AM,Inspection
Jyoti,26/Sep/23 01:07 PM,22/Apr/23 01:07 PM,Podcast
Sharan,10/Jun/23 08:19 AM,27/Sep/23 08:19 PM,Business Development
Priyanka,28/May/23 01:07 PM,15/Sep/23 10:43 AM,Reporting
Ravi,12/Oct/23 03:31 AM,12/Apr/23 01:07 PM,Inspection
Ravi,15/Jul/23 10:43 AM,27/Sep/23 01:07 AM,Reporting
Priyanka,09/Jun/23 05:55 AM,02/Jun/23 08:19 PM,Fund raising
Jyoti,10/Oct/23 10:43 AM,23/May/23 01:07 PM,Reply to Customers
Priyanka,29/May/23 10:43 PM,30/Apr/23 01:07 AM,Updates
Jyoti,14/Oct/23 10:43 PM,27/May/23 05:55 AM,Updates
Jyoti,09/Jul/23 08:19 AM,13/Jul/23 03:31 PM,Reporting
Jyoti,28/Aug/23 08:19 PM,30/Aug/23 10:43 PM,Call
Sharan,29/Jun/23 03:31 PM,21/May/23 03:31 AM,Podcast
Sharan,04/Jul/23 03:31 PM,28/Sep/23 01:07 AM,Send Email
Priyanka,10/Apr/23 03:31 AM,27/May/23 03:31 PM,Send Email
Ravi,03/Jul/23 01:07 AM,03/Sep/23 05:55 PM,Business Development
Sharan,20/Jul/23 01:07 PM,28/May/23 03:31 PM,Business Development
Priyanka,04/Jun/23 08:19 PM,28/Jun/23 05:55 AM,Updates
Ravi,05/Oct/23 10:43 AM,18/Jun/23 03:31 PM,Updates
Ravi,28/Apr/23 01:07 AM,21/Jul/23 08:19 AM,Fund raising
Ravi,09/Jul/23 01:07 PM,23/Apr/23 01:07 PM,Reporting
Priyanka,09/Sep/23 05:55 AM,08/Jun/23 08:19 AM,Remote Inspection
Jyoti,15/Jul/23 05:55 PM,22/Jun/23 05:55 PM,Send Email
Jyoti,29/Jul/23 08:19 PM,15/Aug/23 01:07 AM,Call
Deepti,29/Sep/23 05:55 PM,01/Sep/23 05:55 AM,Updates
Ravi,27/Aug/23 05:55 PM,30/Sep/23 05:55 AM,Podcast
Deepti,16/May/23 03:31 AM,11/Jul/23 01:07 PM,Fund raising
Deepti,01/Jun/23 05:55 PM,13/Sep/23 08:19 AM,Remote Inspection
Sharan,07/Jun/23 08:19 PM,30/May/23 08:19 PM,Fund raising
Priyanka,05/Sep/23 01:07 PM,03/May/23 08:19 AM,Remote Inspection
Jyoti,27/Jul/23 01:07 AM,29/Sep/23 03:31 AM,Podcast
Deepti,14/Jun/23 05:55 PM,13/Apr/23 03:31 PM,Remote Inspection
Jyoti,28/May/23 05:55 AM,06/Sep/23 05:55 AM,Business Development
Ravi,07/May/23 10:43 AM,16/Jun/23 01:07 PM,Reply to Customers
Sharan,13/Aug/23 03:31 PM,15/May/23 01:07 PM,Reporting
Ravi,14/Sep/23 05:55 AM,09/Apr/23 01:07 AM,Send Email
Ravi,08/Jun/23 05:55 AM,18/Sep/23 01:07 AM,Podcast
Sharan,12/Sep/23 03:31 PM,30/Aug/23 01:07 AM,Reply to Customers
Jyoti,07/Oct/23 01:07 PM,01/Apr/23 03:31 AM,Business Development
Jyoti,20/Jun/23 03:31 PM,12/Jul/23 01:07 PM,Fund raising
Priyanka,26/Apr/23 05:55 AM,11/Jul/23 03:31 PM,Fund raising
Deepti,02/Jun/23 08:19 PM,16/May/23 03:31 AM,Inspection
Jyoti,09/Apr/23 08:19 AM,09/Jul/23 10:43 PM,Call
Jyoti,15/Jun/23 01:07 AM,09/Jun/23 05:55 PM,Updates
Ravi,21/May/23 01:07 PM,02/Sep/23 08:19 PM,Reporting
Ravi,06/Oct/23 08:19 PM,16/Aug/23 03:31 AM,Reporting
Jyoti,01/Jul/23 01:07 AM,16/Jul/23 10:43 AM,Business Development
Priyanka,01/Sep/23 01:07 PM,16/Jun/23 08:19 AM,Business Development
Deepti,05/Oct/23 05:55 AM,08/Aug/23 01:07 AM,Send Email
Jyoti,13/Jun/23 08:19 PM,16/Sep/23 10:43 PM,Call
Sharan,07/Oct/23 05:55 AM,13/Jul/23 03:31 PM,Business Development
Ravi,13/Jul/23 05:55 PM,08/Apr/23 08:19 AM,Call
Deepti,29/Apr/23 01:07 AM,08/Aug/23 03:31 AM,Remote Inspection
Jyoti,17/Sep/23 10:43 PM,14/Oct/23 08:19 AM,Reply to Customers
Priyanka,02/Jul/23 10:43 PM,09/Aug/23 03:31 PM,Inspection
Jyoti,19/Sep/23 08:19 AM,14/May/23 03:31 AM,Send Email
Sharan,02/Apr/23 03:31 AM,01/Sep/23 01:07 AM,Call
Jyoti,24/Aug/23 10:43 PM,05/Apr/23 01:07 PM,Reply to Customers
Priyanka,29/Jun/23 05:55 AM,20/May/23 08:19 PM,Remote Inspection
Ravi,30/Jun/23 01:07 PM,13/Sep/23 01:07 PM,Updates
Priyanka,06/Jun/23 10:43 PM,20/Jul/23 03:31 PM,Fund raising
Priyanka,09/May/23 05:55 PM,09/Sep/23 10:43 AM,Call
Deepti,30/Apr/23 03:31 AM,22/May/23 08:19 AM,Send Email
Deepti,13/Aug/23 03:31 AM,01/Jul/23 03:31 PM,Fund raising
Priyanka,16/Sep/23 03:31 PM,12/Sep/23 10:43 AM,Reply to Customers
Ravi,08/Oct/23 08:19 AM,10/Oct/23 03:31 PM,Inspection
Jyoti,06/Sep/23 03:31 AM,05/Oct/23 05:55 AM,Send Email
Priyanka,07/Sep/23 10:43 PM,05/Jun/23 10:43 AM,Send Email
Deepti,07/Jul/23 08:19 AM,05/Jul/23 01:07 PM,Remote Inspection
Priyanka,28/Apr/23 05:55 PM,24/Jun/23 01:07 AM,Updates
Ravi,22/Jun/23 08:19 PM,15/Jun/23 08:19 PM,Reporting
Priyanka,13/Oct/23 08:19 PM,04/Oct/23 10:43 PM,Inspection
Sharan,27/May/23 10:43 AM,09/Sep/23 08:19 PM,Remote Inspection
